5,5,0.3,1,informative_typical,"yellow,banana",yellow_banana,0.46
5,5,0.3,1,informative_typical,"yellow,banana",banana,0.50
5,5,0.3,1,informative_typical,"yellow,banana",yellow,0.00
5,5,0.3,1,informative_typical,"yellow,banana",black_pepper,0.00
5,5,0.3,1,informative_typical,"yellow,banana",pepper,0.02
5,5,0.3,1,informative_typical,"yellow,banana",black,0.00
5,5,0.3,1,informative_typical,"yellow,banana",blue_banana,0.02
5,5,0.3,1,informative_typical,"yellow,banana",blue,0.00
5,5,0.3,1,informative_midtypical,"brown,banana",brown_banana,0.57
5,5,0.3,1,informative_midtypical,"brown,banana",banana,0.38
5,5,0.3,1,informative_midtypical,"brown,banana",brown,0.00
5,5,0.3,1,informative_midtypical,"brown,banana",black_pepper,0.00
5,5,0.3,1,informative_midtypical,"brown,banana",pepper,0.03
5,5,0.3,1,informative_midtypical,"brown,banana",black,0.00
5,5,0.3,1,informative_midtypical,"brown,banana",blue_banana,0.01
5,5,0.3,1,informative_midtypical,"brown,banana",blue,0.00
5,5,0.3,1,informative_atypical,"blue,banana",blue_banana,0.63
5,5,0.3,1,informative_atypical,"blue,banana",banana,0.21
5,5,0.3,1,informative_atypical,"blue,banana",blue,0.01
5,5,0.3,1,informative_atypical,"blue,banana",black_pepper,0.00
5,5,0.3,1,informative_atypical,"blue,banana",pepper,0.14
5,5,0.3,1,informative_atypical,"blue,banana",black,0.00
5,5,0.3,1,informative_atypical,"blue,banana",yellow_banana,0.01
5,5,0.3,1,informative_atypical,"blue,banana",yellow,0.00
5,5,0.3,1,overinformative_typical,"yellow,banana",yellow_banana,0.43
5,5,0.3,1,overinformative_typical,"yellow,banana",banana,0.54
5,5,0.3,1,overinformative_typical,"yellow,banana",yellow,0.00
5,5,0.3,1,overinformative_typical,"yellow,banana",green_tomato,0.00
5,5,0.3,1,overinformative_typical,"yellow,banana",tomato,0.01
5,5,0.3,1,overinformative_typical,"yellow,banana",green,0.00
5,5,0.3,1,overinformative_typical,"yellow,banana",pink_carrot,0.00
5,5,0.3,1,overinformative_typical,"yellow,banana",carrot,0.02
5,5,0.3,1,overinformative_typical,"yellow,banana",pink,0.00
5,5,0.3,1,overinformative_midtypical,"brown,banana",brown_banana,0.52
5,5,0.3,1,overinformative_midtypical,"brown,banana",banana,0.43
5,5,0.3,1,overinformative_midtypical,"brown,banana",brown,0.00
5,5,0.3,1,overinformative_midtypical,"brown,banana",green_tomato,0.00
5,5,0.3,1,overinformative_midtypical,"brown,banana",tomato,0.02
5,5,0.3,1,overinformative_midtypical,"brown,banana",green,0.00
5,5,0.3,1,overinformative_midtypical,"brown,banana",pink_carrot,0.00
5,5,0.3,1,overinformative_midtypical,"brown,banana",carrot,0.03
5,5,0.3,1,overinformative_midtypical,"brown,banana",pink,0.00
5,5,0.3,1,overinformative_atypical,"blue,banana",blue_banana,0.59
5,5,0.3,1,overinformative_atypical,"blue,banana",banana,0.33
5,5,0.3,1,overinformative_atypical,"blue,banana",blue,0.00
5,5,0.3,1,overinformative_atypical,"blue,banana",green_tomato,0.00
