condition,target,domain,priorWeight,label,prob
item33,pigeon,bird,0.1,type,0.254
item33,pigeon,bird,0.1,basicLevel,0.3978
item33,pigeon,bird,0.1,superDomain,0.3482
item33,hummingBird,bird,0.1,type,0.1473
item33,hummingBird,bird,0.1,basicLevel,0.4547
item33,hummingBird,bird,0.1,superDomain,0.398
item12,gummyBears,candy,0.1,type,0.2841
item12,gummyBears,candy,0.1,basicLevel,0.4357
item12,gummyBears,candy,0.1,superDomain,0.2802
item12,jellyBeans,candy,0.1,type,0.3393
item12,jellyBeans,candy,0.1,basicLevel,0.4021
item12,jellyBeans,candy,0.1,superDomain,0.2586
item12,skittles,candy,0.1,type,0.3711
item12,skittles,candy,0.1,basicLevel,0.3827
item12,skittles,candy,0.1,superDomain,0.2462
item12,mnMs,candy,0.1,type,0.318
item12,mnMs,candy,0.1,basicLevel,0.415
item12,mnMs,candy,0.1,superDomain,0.2669
item22,gummyBears,candy,0.1,type,0.1979
item22,gummyBears,candy,0.1,basicLevel,0.6069
item22,gummyBears,candy,0.1,superDomain,0.1952
item22,jellyBeans,candy,0.1,type,0.242
item22,jellyBeans,candy,0.1,basicLevel,0.5736
item22,jellyBeans,candy,0.1,superDomain,0.1845
item22,skittles,candy,0.1,type,0.2684
item22,skittles,candy,0.1,basicLevel,0.5536
item22,skittles,candy,0.1,superDomain,0.178
item22,mnMs,candy,0.1,type,0.2248
item22,mnMs,candy,0.1,basicLevel,0.5866
item22,mnMs,candy,0.1,superDomain,0.1886
item23,gummyBears,candy,0.1,type,0.1803
item23,gummyBears,candy,0.1,basicLevel,0.5529
item23,gummyBears,candy,0.1,superDomain,0.2667
item23,jellyBeans,candy,0.1,type,0.2215
item23,jellyBeans,candy,0.1,basicLevel,0.5251
item23,jellyBeans,candy,0.1,superDomain,0.2533
item23,skittles,candy,0.1,type,0.2465
item23,skittles,candy,0.1,basicLevel,0.5083
item23,skittles,candy,0.1,superDomain,0.2452
item23,mnMs,candy,0.1,type,0.2054
item23,mnMs,candy,0.1,basicLevel,0.536
item23,mnMs,candy,0.1,superDomain,0.2586
item33,gummyBears,candy,0.1,type,0.1424
item33,gummyBears,candy,0.1,basicLevel,0.4365
item33,gummyBears,candy,0.1,superDomain,0.4211
item33,jellyBeans,candy,0.1,type,0.1768
item33,jellyBeans,candy,0.1,basicLevel,0.419
item33,jellyBeans,candy,0.1,superDomain,0.4042
item33,skittles,candy,0.1,type,0.1979
item33,skittles,candy,0.1,basicLevel,0.4082
item33,skittles,candy,0.1,superDomain,0.3939
item33,mnMs,candy,0.1,type,0.1632
item33,mnMs,candy,0.1,basicLevel,0.4259
item33,mnMs,candy,0.1,superDomain,0.4109
item12,convertible,car,0.1,type,0.2643
item12,convertible,car,0.1,basicLevel,0.5223
item12,convertible,car,0.1,superDomain,0.2134
item12,minivan,car,0.1,type,0.3416
item12,minivan,car,0.1,basicLevel,0.4674
item12,minivan,car,0.1,superDomain,0.191
item12,sportsCar,car,0.1,type,0.3193
item12,sportsCar,car,0.1,basicLevel,0.4832
item12,sportsCar,car,0.1,superDomain,0.1974
item12,suv,car,0.1,type,0.4555
item12,suv,car,0.1,basicLevel,0.3866
item12,suv,car,0.1,superDomain,0.1579
item22,convertible,car,0.1,type,0.1736
item22,convertible,car,0.1,basicLevel,0.6862
item22,convertible,car,0.1,superDomain,0.1402
item22,minivan,car,0.1,type,0.2328
item22,minivan,car,0.1,basicLevel,0.6371
item22,minivan,car,0.1,superDomain,0.1301
item22,sportsCar,car,0.1,type,0.2153
item22,sportsCar,car,0.1,basicLevel,0.6516
item22,sportsCar,car,0.1,superDomain,0.1331
item22,suv,car,0.1,type,0.3285
item22,suv,car,0.1,basicLevel,0.5576
item22,suv,car,0.1,superDomain,0.1139
item23,convertible,car,0.1,type,0.1623
item23,convertible,car,0.1,basicLevel,0.6412
item23,convertible,car,0.1,superDomain,0.1965
item23,minivan,car,0.1,type,0.2186
item23,minivan,car,0.1,basicLevel,0.5981
item23,minivan,car,0.1,superDomain,0.1833
item23,sportsCar,car,0.1,type,0.2019
item23,sportsCar,car,0.1,basicLevel,0.6109
item23,sportsCar,car,0.1,superDomain,0.1872
item23,suv,car,0.1,type,0.3108
item23,suv,car,0.1,basicLevel,0.5276
item23,suv,car,0.1,superDomain,0.1617
item33,convertible,car,0.1,type,0.1356
item33,convertible,car,0.1,basicLevel,0.5359
item33,convertible,car,0.1,superDomain,0.3285
item33,minivan,car,0.1,type,0.1847
item33,minivan,car,0.1,basicLevel,0.5055
item33,minivan,car,0.1,superDomain,0.3098
item33,sportsCar,car,0.1,type,0.17
item33,sportsCar,car,0.1,basicLevel,0.5146
item33,sportsCar,car,0.1,superDomain,0.3154
item33,suv,car,0.1,type,0.2675
item33,suv,car,0.1,basicLevel,0.4541
item33,suv,car,0.1,superDomain,0.2783
item12,dalmatian,dog,0.1,type,0.2815
item12,dalmatian,dog,0.1,basicLevel,0.4713
item12,dalmatian,dog,0.1,superDomain,0.2473
item12,pug,dog,0.1,type,0.4383
item12,pug,dog,0.1,basicLevel,0.3684
item12,pug,dog,0.1,superDomain,0.1933
item12,germanShepherd,dog,0.1,type,0.2027
item12,germanShepherd,dog,0.1,basicLevel,0.5229
item12,germanShepherd,dog,0.1,superDomain,0.2744
item12,husky,dog,0.1,type,0.379
item12,husky,dog,0.1,basicLevel,0.4073
item12,husky,dog,0.1,superDomain,0.2137
item22,dalmatian,dog,0.1,type,0.1913
item22,dalmatian,dog,0.1,basicLevel,0.6406
item22,dalmatian,dog,0.1,superDomain,0.1681
item22,pug,dog,0.1,type,0.3203
item22,pug,dog,0.1,basicLevel,0.5384
item22,pug,dog,0.1,superDomain,0.1413
item22,germanShepherd,dog,0.1,type,0.1331
item22,germanShepherd,dog,0.1,basicLevel,0.6867
item22,germanShepherd,dog,0.1,superDomain,0.1802
item22,husky,dog,0.1,type,0.2694
item22,husky,dog,0.1,basicLevel,0.5788
item22,husky,dog,0.1,superDomain,0.1519
item23,dalmatian,dog,0.1,type,0.1765
item23,dalmatian,dog,0.1,basicLevel,0.591
item23,dalmatian,dog,0.1,superDomain,0.2326
item23,pug,dog,0.1,type,0.2992
item23,pug,dog,0.1,basicLevel,0.5029
item23,pug,dog,0.1,superDomain,0.1979
item23,germanShepherd,dog,0.1,type,0.1221
item23,germanShepherd,dog,0.1,basicLevel,0.63
item23,germanShepherd,dog,0.1,superDomain,0.2479
item23,husky,dog,0.1,type,0.2503
item23,husky,dog,0.1,basicLevel,0.5379
item23,husky,dog,0.1,superDomain,0.2117
item33,dalmatian,dog,0.1,type,0.1432
item33,dalmatian,dog,0.1,basicLevel,0.4795
item33,dalmatian,dog,0.1,superDomain,0.3774
item33,pug,dog,0.1,type,0.2498
item33,pug,dog,0.1,basicLevel,0.4198
item33,pug,dog,0.1,superDomain,0.3304
item33,germanShepherd,dog,0.1,type,0.0979
item33,germanShepherd,dog,0.1,basicLevel,0.5048
item33,germanShepherd,dog,0.1,superDomain,0.3973
item33,husky,dog,0.1,type,0.2066
item33,husky,dog,0.1,basicLevel,0.444
item33,husky,dog,0.1,superDomain,0.3494
item12,clownFish,fish,0.1,type,0.2639
item12,clownFish,fish,0.1,basicLevel,0.4643
item12,clownFish,fish,0.1,superDomain,0.2719
item12,goldFish,fish,0.1,type,0.3176
item12,goldFish,fish,0.1,basicLevel,0.4304
item12,goldFish,fish,0.1,superDomain,0.252
item12,swordFish,fish,0.1,type,0.3256
item12,swordFish,fish,0.1,basicLevel,0.4254
item12,swordFish,fish,0.1,superDomain,0.2491
item12,catfish,fish,0.1,type,0.3847
item12,catfish,fish,0.1,basicLevel,0.388
item12,catfish,fish,0.1,superDomain,0.2272
item22,clownFish,fish,0.1,type,0.1802
item22,clownFish,fish,0.1,basicLevel,0.6341
item22,clownFish,fish,0.1,superDomain,0.1857
item22,goldFish,fish,0.1,type,0.2221
item22,goldFish,fish,0.1,basicLevel,0.6018
item22,goldFish,fish,0.1,superDomain,0.1762
item22,swordFish,fish,0.1,type,0.2284
item22,swordFish,fish,0.1,basicLevel,0.5969
item22,swordFish,fish,0.1,superDomain,0.1747
item22,catfish,fish,0.1,type,0.2772
item22,catfish,fish,0.1,basicLevel,0.5591
item22,catfish,fish,0.1,superDomain,0.1637
item23,clownFish,fish,0.1,type,0.1649
item23,clownFish,fish,0.1,basicLevel,0.5803
item23,clownFish,fish,0.1,superDomain,0.2548
item23,goldFish,fish,0.1,type,0.2041
item23,goldFish,fish,0.1,basicLevel,0.5531
item23,goldFish,fish,0.1,superDomain,0.2429
item23,swordFish,fish,0.1,type,0.2101
item23,swordFish,fish,0.1,basicLevel,0.5489
item23,swordFish,fish,0.1,superDomain,0.241
item23,catfish,fish,0.1,type,0.2562
item23,catfish,fish,0.1,basicLevel,0.5168
item23,catfish,fish,0.1,superDomain,0.227
item33,clownFish,fish,0.1,type,0.1314
item33,clownFish,fish,0.1,basicLevel,0.4624
item33,clownFish,fish,0.1,superDomain,0.4062
item33,goldFish,fish,0.1,type,0.1642
item33,goldFish,fish,0.1,basicLevel,0.445
item33,goldFish,fish,0.1,superDomain,0.3908
item33,swordFish,fish,0.1,type,0.1693
item33,swordFish,fish,0.1,basicLevel,0.4423
item33,swordFish,fish,0.1,superDomain,0.3885
item33,catfish,fish,0.1,type,0.2088
item33,catfish,fish,0.1,basicLevel,0.4212
item33,catfish,fish,0.1,superDomain,0.37
item12,rose,flower,0.1,type,0.556
item12,rose,flower,0.1,basicLevel,0.2429
item12,rose,flower,0.1,superDomain,0.2011
item12,tulip,flower,0.1,type,0.4538
item12,tulip,flower,0.1,basicLevel,0.2988
item12,tulip,flower,0.1,superDomain,0.2473
item12,daisy,flower,0.1,type,0.4808
item12,daisy,flower,0.1,basicLevel,0.2841
item12,daisy,flower,0.1,superDomain,0.2351
item12,sunflower,flower,0.1,type,0.3672
item12,sunflower,flower,0.1,basicLevel,0.3462
item12,sunflower,flower,0.1,superDomain,0.2866
item22,rose,flower,0.1,type,0.4473
item22,rose,flower,0.1,basicLevel,0.3909
item22,rose,flower,0.1,superDomain,0.1618
item22,tulip,flower,0.1,type,0.3494
item22,tulip,flower,0.1,basicLevel,0.4601
item22,tulip,flower,0.1,superDomain,0.1904
item22,daisy,flower,0.1,type,0.3744
item22,daisy,flower,0.1,basicLevel,0.4424
item22,daisy,flower,0.1,superDomain,0.1831
item22,sunflower,flower,0.1,type,0.2728
item22,sunflower,flower,0.1,basicLevel,0.5143
item22,sunflower,flower,0.1,superDomain,0.2129
item23,rose,flower,0.1,type,0.4138
item23,rose,flower,0.1,basicLevel,0.3617
item23,rose,flower,0.1,superDomain,0.2245
item23,tulip,flower,0.1,type,0.319
item23,tulip,flower,0.1,basicLevel,0.4201
item23,tulip,flower,0.1,superDomain,0.2608
item23,daisy,flower,0.1,type,0.343
item23,daisy,flower,0.1,basicLevel,0.4053
item23,daisy,flower,0.1,superDomain,0.2516
item23,sunflower,flower,0.1,type,0.2466
item23,sunflower,flower,0.1,basicLevel,0.4649
item23,sunflower,flower,0.1,superDomain,0.2886
item33,rose,flower,0.1,type,0.3379
item33,rose,flower,0.1,basicLevel,0.2954
item33,rose,flower,0.1,superDomain,0.3667
item33,tulip,flower,0.1,type,0.253
item33,tulip,flower,0.1,basicLevel,0.3332
item33,tulip,flower,0.1,superDomain,0.4137
item33,daisy,flower,0.1,type,0.2741
item33,daisy,flower,0.1,basicLevel,0.3238
item33,daisy,flower,0.1,superDomain,0.4021
item33,sunflower,flower,0.1,type,0.1913
item33,sunflower,flower,0.1,basicLevel,0.3608
item33,sunflower,flower,0.1,superDomain,0.4479
item12,poloShirt,shirt,0.1,type,0.3544
item12,poloShirt,shirt,0.1,basicLevel,0.4309
item12,poloShirt,shirt,0.1,superDomain,0.2146
item12,dressShirt,shirt,0.1,type,0.3322
item12,dressShirt,shirt,0.1,basicLevel,0.4458
item12,dressShirt,shirt,0.1,superDomain,0.222
item12,hawaiiShirt,shirt,0.1,type,0.193
item12,hawaiiShirt,shirt,0.1,basicLevel,0.5387
item12,hawaiiShirt,shirt,0.1,superDomain,0.2683
item12,tShirt,shirt,0.1,type,0.4149
item12,tShirt,shirt,0.1,basicLevel,0.3906
item12,tShirt,shirt,0.1,superDomain,0.1945
item22,poloShirt,shirt,0.1,type,0.2477
item22,poloShirt,shirt,0.1,basicLevel,0.6023
item22,poloShirt,shirt,0.1,superDomain,0.15
item22,dressShirt,shirt,0.1,type,0.2297
item22,dressShirt,shirt,0.1,basicLevel,0.6167
item22,dressShirt,shirt,0.1,superDomain,0.1536
item22,hawaiiShirt,shirt,0.1,type,0.1254
item22,hawaiiShirt,shirt,0.1,basicLevel,0.7002
item22,hawaiiShirt,shirt,0.1,superDomain,0.1744
item22,tShirt,shirt,0.1,type,0.2984
item22,tShirt,shirt,0.1,basicLevel,0.5617
item22,tShirt,shirt,0.1,superDomain,0.1399
item23,poloShirt,shirt,0.1,type,0.2304
item23,poloShirt,shirt,0.1,basicLevel,0.5603
item23,poloShirt,shirt,0.1,superDomain,0.2093
item23,dressShirt,shirt,0.1,type,0.2134
item23,dressShirt,shirt,0.1,basicLevel,0.5727
item23,dressShirt,shirt,0.1,superDomain,0.2139
item23,hawaiiShirt,shirt,0.1,type,0.1154
item23,hawaiiShirt,shirt,0.1,basicLevel,0.644
item23,hawaiiShirt,shirt,0.1,superDomain,0.2406
item23,tShirt,shirt,0.1,type,0.2789
item23,tShirt,shirt,0.1,basicLevel,0.525
item23,tShirt,shirt,0.1,superDomain,0.1961
item33,poloShirt,shirt,0.1,type,0.1905
item33,poloShirt,shirt,0.1,basicLevel,0.4633
item33,poloShirt,shirt,0.1,superDomain,0.3461
item33,dressShirt,shirt,0.1,type,0.1758
item33,dressShirt,shirt,0.1,basicLevel,0.4718
item33,dressShirt,shirt,0.1,superDomain,0.3525
item33,hawaiiShirt,shirt,0.1,type,0.093
item33,hawaiiShirt,shirt,0.1,basicLevel,0.5191
item33,hawaiiShirt,shirt,0.1,superDomain,0.3878
item33,tShirt,shirt,0.1,type,0.2332
item33,tShirt,shirt,0.1,basicLevel,0.4389
item33,tShirt,shirt,0.1,superDomain,0.3279
item12,coffeeTable,table,0.1,type,0.3177
item12,coffeeTable,table,0.1,basicLevel,0.5106
item12,coffeeTable,table,0.1,superDomain,0.1717
item12,diningTable,table,0.1,type,0.3032
item12,diningTable,table,0.1,basicLevel,0.5214
item12,diningTable,table,0.1,superDomain,0.1753
item12,picnicTable,table,0.1,type,0.3024
item12,picnicTable,table,0.1,basicLevel,0.5221
item12,picnicTable,table,0.1,superDomain,0.1755
item12,bedsideTable,table,0.1,type,0.2775
item12,bedsideTable,table,0.1,basicLevel,0.5407
item12,bedsideTable,table,0.1,superDomain,0.1818
item22,coffeeTable,table,0.1,type,0.2103
item22,coffeeTable,table,0.1,basicLevel,0.6761
item22,coffeeTable,table,0.1,superDomain,0.1136
item22,diningTable,table,0.1,type,0.1993
item22,diningTable,table,0.1,basicLevel,0.6855
item22,diningTable,table,0.1,superDomain,0.1152
item22,picnicTable,table,0.1,type,0.1987
item22,picnicTable,table,0.1,basicLevel,0.686
item22,picnicTable,table,0.1,superDomain,0.1153
item22,bedsideTable,table,0.1,type,0.1801
item22,bedsideTable,table,0.1,basicLevel,0.7019
item22,bedsideTable,table,0.1,superDomain,0.118
item23,coffeeTable,table,0.1,type,0.199
item23,coffeeTable,table,0.1,basicLevel,0.6397
item23,coffeeTable,table,0.1,superDomain,0.1613
item23,diningTable,table,0.1,type,0.1885
item23,diningTable,table,0.1,basicLevel,0.6481
item23,diningTable,table,0.1,superDomain,0.1634
item23,picnicTable,table,0.1,type,0.1879
item23,picnicTable,table,0.1,basicLevel,0.6486
item23,picnicTable,table,0.1,superDomain,0.1636
item23,bedsideTable,table,0.1,type,0.1701
item23,bedsideTable,table,0.1,basicLevel,0.6628
item23,bedsideTable,table,0.1,superDomain,0.1671
item33,coffeeTable,table,0.1,type,0.1713
item33,coffeeTable,table,0.1,basicLevel,0.5508
item33,coffeeTable,table,0.1,superDomain,0.2778
item33,diningTable,table,0.1,type,0.162
item33,diningTable,table,0.1,basicLevel,0.5571
item33,diningTable,table,0.1,superDomain,0.2809
item33,picnicTable,table,0.1,type,0.1614
item33,picnicTable,table,0.1,basicLevel,0.5574
item33,picnicTable,table,0.1,superDomain,0.2811
item33,bedsideTable,table,0.1,type,0.1457
item33,bedsideTable,table,0.1,basicLevel,0.5679
item33,bedsideTable,table,0.1,superDomain,0.2864
