,gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,numMessages,numSMessages,numLMessages,speakerMessages,listenerMessages,messageTimeStamps,refExp,sizeMentioned,colorMentioned,typeMentioned,otherFeatureMentioned,typeAttributeMentioned,noAttrOrLevelMentioned,noLevelMentioned,basiclevelAttributeMentioned,basiclevelMentioned,superClassMentioned,superclassattributeMentioned,utteranceContracted,oneMentioned,theMentioned,clickedType,clickedSize,clickedColor,colorPreNominal,sizePreNominal,X,notes
79,6456-4,1450000000000,26,subSuperTrial,distr12,convertible,target,3,3,car,vehicle,sedan,distrClass1,4,2,car,vehicle,firetruck,distrClass2,2,4,NA,vehicle,1,1,0,convertable,,1450000000000,convertable,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,convertible,NA,NA,NA,NA,NA,
80,3504-8,1450000000000,47,subSuperTrial,distr12,poloShirt,target,3,4,shirt,clothing,campShirt,distrClass1,2,2,shirt,clothing,gloves,distrClass2,4,3,NA,clothing,1,1,0,less buttons shirt,,1450000000000,less buttons shirt,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
81,4452-5,1450000000000,47,subSuperTrial,distr12,poloShirt,target,2,2,shirt,clothing,campShirt,distrClass1,3,3,shirt,clothing,gloves,distrClass2,4,4,NA,clothing,1,1,0,shirt without buttons,,1450000000000,shirt without buttons,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,poloShirt,NA,NA,NA,NA,NA,
82,4517-f,1450000000000,54,subSuperTrial,distr12,sunflower,target,3,4,flower,plant,lily,distrClass1,4,2,flower,plant,grasses,distrClass2,2,3,NA,plant,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,sunflower,NA,NA,NA,NA,NA,
83,5239-5,1450000000000,4,subSuperTrial,distr12,tulip,target,3,3,flower,plant,lily,distrClass1,4,2,flower,plant,grasses,distrClass2,2,4,NA,plant,1,1,0,red flower,,1450000000000,red flower,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tulip,NA,NA,NA,NA,NA,
84,4393-a,1450000000000,30,subSuperTrial,distr12,germanShepherd,target,2,4,dog,animal,greyhound,distrClass1,4,2,dog,animal,horse,distrClass2,3,3,NA,animal,1,1,0,Dog with right leg further forward than left - black fur on dog,,1450000000000,Dog with right leg further forward than left - black fur on dog,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
85,3695-5,1450000000000,43,subSuperTrial,distr12,husky,target,2,4,dog,animal,greyhound,distrClass1,4,3,dog,animal,horse,distrClass2,3,2,NA,animal,1,1,0,husky,,1450000000000,husky,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
86,8258-f,1450000000000,58,subSuperTrial,distr12,swordFish,target,2,3,fish,animal,discusFish,distrClass1,3,2,fish,animal,iguana,distrClass2,4,4,NA,animal,1,1,0,swordfish,,1450000000000,swordfish,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,swordFish,NA,NA,NA,NA,NA,
88,2195-2,1450000000000,54,subSuperTrial,distr12,sunflower,target,2,4,flower,plant,lily,distrClass1,4,2,flower,plant,ivy,distrClass2,3,3,NA,plant,1,1,0,SUNFLOWER,,1450000000000,SUNFLOWER,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,sunflower,NA,NA,NA,NA,NA,
93,2195-2,1450000000000,16,subSuperTrial,distr12,rose,target,3,4,flower,plant,lily,distrClass1,2,3,flower,plant,ivy,distrClass2,4,2,NA,plant,1,1,0,ROSE,,1450000000000,ROSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,rose,NA,NA,NA,NA,NA,
94,9551-7,1450000000000,27,subSuperTrial,distr12,germanShepherd,target,4,4,dog,animal,greyhound,distrClass1,3,2,dog,animal,kitten,distrClass2,2,3,NA,animal,1,1,0,german shepard,,1450000000000,german shepard,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
96,5934-3,1450000000000,63,subSuperTrial,distr12,parrot,target,4,3,bird,animal,sparrow,distrClass1,2,4,bird,animal,lobster,distrClass2,3,2,NA,animal,3,2,1,macaw___parrot,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,
98,3293-5,1450000000000,27,subSuperTrial,distr12,minivan,target,3,4,car,vehicle,sedan,distrClass1,4,3,car,vehicle,motorcycle,distrClass2,2,2,NA,vehicle,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,minivan,NA,NA,NA,NA,NA,
99,3158-b,1450000000000,22,subSuperTrial,distr12,suv,target,3,3,car,vehicle,sedan,distrClass1,4,2,car,vehicle,motorcycle,distrClass2,2,4,NA,vehicle,1,1,0,suv,,1450000000000,suv,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,suv,NA,NA,NA,NA,NA,
100,8430-f,1450000000000,28,subSuperTrial,distr12,polarBear,target,4,3,bear,animal,koalaBear,distrClass1,2,4,bear,animal,pig,distrClass2,3,2,NA,animal,4,3,1,bear___polar___lol,lol,1449255236402___1449255238617___1449255242586___1449255244156,bear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,polarBear,NA,NA,NA,NA,NA,
102,4452-5,1450000000000,5,subSuperTrial,distr12,jellyBeans,target,3,3,candy,snack,candyCorn,distrClass1,2,4,candy,snack,popcorn,distrClass2,4,2,NA,snack,1,1,0,jellybeans,,1450000000000,jellybeans,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
104,5239-5,1450000000000,57,subSuperTrial,distr12,skittles,target,4,2,candy,snack,candyCorn,distrClass1,3,3,candy,snack,pretzels,distrClass2,2,4,NA,snack,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,skittles,NA,NA,NA,NA,NA,
105,4842-f,1450000000000,51,subSuperTrial,distr12,skittles,target,2,4,candy,snack,candyCorn,distrClass1,3,2,candy,snack,pretzels,distrClass2,4,3,NA,snack,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,skittles,NA,NA,NA,NA,NA,
106,5975-e,1450000000000,35,subSuperTrial,distr12,dalmatian,target,3,3,dog,animal,greyhound,distrClass1,2,4,dog,animal,rabbit,distrClass2,4,2,NA,animal,1,1,0,spots,,1450000000000,spots,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,dalmatian,NA,NA,NA,NA,NA,
107,5239-5,1450000000000,37,subSuperTrial,distr12,pug,target,3,4,dog,animal,greyhound,distrClass1,4,2,dog,animal,rabbit,distrClass2,2,3,NA,animal,1,1,0,pug,,1450000000000,pug,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
108,4393-a,1450000000000,19,subSuperTrial,distr12,goldFish,target,3,4,fish,animal,discusFish,distrClass1,2,2,fish,animal,rhino,distrClass2,4,3,NA,animal,1,1,0,Smaller fish by height,,1450000000000,Smaller fish by height,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
109,4452-5,1450000000000,60,subSuperTrial,distr12,sunflower,target,4,3,flower,plant,lily,distrClass1,3,4,flower,plant,rosemary,distrClass2,2,2,NA,plant,1,1,0,sunflower,,1450000000000,sunflower,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,sunflower,NA,NA,NA,NA,NA,
111,3293-5,1450000000000,22,subSuperTrial,distr12,rose,target,4,2,flower,plant,lily,distrClass1,3,3,flower,plant,rosemary,distrClass2,2,4,NA,plant,1,1,0,red flower,,1450000000000,red flower,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,rose,NA,NA,NA,NA,NA,
112,4393-a,1450000000000,12,subSuperTrial,distr12,swordFish,target,4,2,fish,animal,discusFish,distrClass1,3,3,fish,animal,sheep,distrClass2,2,4,NA,animal,1,1,0,swordfish,,1450000000000,swordfish,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,swordFish,NA,NA,NA,NA,NA,
113,3695-5,1450000000000,14,subSuperTrial,distr12,pug,target,3,2,dog,animal,greyhound,distrClass1,4,4,dog,animal,sheep,distrClass2,2,3,NA,animal,3,2,1,dog___small,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,
115,3504-8,1450000000000,11,subSuperTrial,distr12,tShirt,target,4,4,shirt,clothing,campShirt,distrClass1,3,3,shirt,clothing,socks,distrClass2,2,2,NA,clothing,1,1,0,shirt w/o buttons,,1450000000000,shirt w/o buttons,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,tShirt,NA,NA,NA,NA,NA,
117,8286-0,1450000000000,65,subSuperTrial,distr12,pug,target,2,4,dog,animal,greyhound,distrClass1,4,2,dog,animal,squirrel,distrClass2,3,3,NA,animal,1,1,0,pug,,1450000000000,pug,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
118,7111-e,1450000000000,66,subSuperTrial,distr12,parrot,target,2,3,bird,animal,sparrow,distrClass1,3,4,bird,animal,squirrel,distrClass2,4,2,NA,animal,1,1,0,rainbow,,1450000000000,rainbow,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
119,5239-5,1450000000000,23,subSuperTrial,distr12,parrot,target,3,4,bird,animal,sparrow,distrClass1,2,2,bird,animal,squirrel,distrClass2,4,3,NA,animal,1,1,0,parrot,,1450000000000,parrot,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
120,3158-b,1450000000000,23,subSuperTrial,distr12,parrot,target,2,2,bird,animal,sparrow,distrClass1,4,4,bird,animal,squirrel,distrClass2,3,3,NA,animal,1,1,0,colorful,,1450000000000,colorful,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,parrot,NA,NA,NA,NA,NA,
121,5628-2,1450000000000,49,subSuperTrial,distr12,minivan,target,3,2,car,vehicle,sedan,distrClass1,4,4,car,vehicle,train,distrClass2,2,3,NA,vehicle,1,1,0,van,,1450000000000,van,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,minivan,NA,NA,NA,NA,NA,
122,5934-3,1450000000000,65,subSuperTrial,distr12,sportsCar,target,2,2,car,vehicle,sedan,distrClass1,3,3,car,vehicle,train,distrClass2,4,4,NA,vehicle,1,1,0,silver car,,1450000000000,silver car,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,sportsCar,NA,NA,NA,NA,NA,
123,7830-a,1450000000000,57,subSuperTrial,distr12,picnicTable,target,3,2,table,furniture,sideTable,distrClass1,4,3,table,furniture,wardrobe,distrClass2,2,4,NA,furniture,1,1,0,picknik,,1450000000000,picknik,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,picnicTable,NA,NA,NA,NA,NA,
124,8684-3,1450000000000,5,subSuperTrial,distr12,dressShirt,target,3,2,shirt,clothing,bathrobe,distrClass2,4,4,NA,clothing,campShirt,distrClass1,2,3,shirt,clothing,1,1,0,the dressiest one,,1450000000000,the dressiest one,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,dressShirt,NA,NA,NA,NA,NA,
125,2919-a,1450000000000,65,subSuperTrial,distr12,hawaiiShirt,target,3,3,shirt,clothing,bathrobe,distrClass2,2,2,NA,clothing,campShirt,distrClass1,4,4,shirt,clothing,1,1,0,flowered,,1450000000000,flowered,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
126,9807-5,1450000000000,26,subSuperTrial,distr12,gummyBears,target,3,4,candy,snack,popcorn,distrClass2,2,3,NA,snack,candyCorn,distrClass1,4,2,candy,snack,1,1,0,gummy bears,,1450000000000,gummy bears,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,gummyBears,NA,NA,NA,NA,NA,
127,1223-7,1450000000000,15,subSuperTrial,distr12,gummyBears,target,4,2,candy,snack,pretzels,distrClass2,3,4,NA,snack,candyCorn,distrClass1,2,3,candy,snack,1,1,0,gummy bears,,1450000000000,gummy bears,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,gummyBears,NA,NA,NA,NA,NA,
129,1223-7,1450000000000,22,subSuperTrial,distr12,germanShepherd,target,4,3,dog,animal,crocodile,distrClass2,3,4,NA,animal,greyhound,distrClass1,2,2,dog,animal,1,1,0,German shepard,,1450000000000,German shepard,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
130,8286-0,1450000000000,54,subSuperTrial,distr12,husky,target,4,3,dog,animal,crocodile,distrClass2,3,2,NA,animal,greyhound,distrClass1,2,4,dog,animal,1,1,0,husky,,1450000000000,husky,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
131,8935-b,1450000000000,30,subSuperTrial,distr12,pug,target,2,4,dog,animal,lion,distrClass2,3,2,NA,animal,greyhound,distrClass1,4,3,dog,animal,1,1,0,Wrinkles,,1450000000000,Wrinkles,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
132,5628-2,1450000000000,12,subSuperTrial,distr12,husky,target,2,2,dog,animal,lobster,distrClass2,4,3,NA,animal,greyhound,distrClass1,3,4,dog,animal,1,1,0,thick dog,,1450000000000,thick dog,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
133,2195-2,1450000000000,42,subSuperTrial,distr12,germanShepherd,target,4,4,dog,animal,sheep,distrClass2,3,3,NA,animal,greyhound,distrClass1,2,2,dog,animal,1,1,0,SMALLER DOG,,1450000000000,SMALLER DOG,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
134,5239-5,1450000000000,70,subSuperTrial,distr12,husky,target,2,2,dog,animal,snake,distrClass2,3,3,NA,animal,greyhound,distrClass1,4,4,dog,animal,1,1,0,husky,,1450000000000,husky,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,husky,NA,NA,NA,NA,NA,
135,4452-5,1450000000000,29,subSuperTrial,distr12,dalmatian,target,2,2,dog,animal,squirrel,distrClass2,3,4,NA,animal,greyhound,distrClass1,4,3,dog,animal,1,1,0,dalmation,,1450000000000,dalmation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,dalmatian,NA,NA,NA,NA,NA,
136,8430-f,1450000000000,27,subSuperTrial,distr12,rose,target,4,2,flower,plant,rosemary,distrClass2,3,3,NA,plant,lily,distrClass1,2,4,flower,plant,1,1,0,rose,,1450000000000,rose,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,rose,NA,NA,NA,NA,NA,
137,4393-a,1450000000000,17,subSuperTrial,distr12,suv,target,4,4,car,vehicle,motorcycle,distrClass2,2,2,NA,vehicle,sedan,distrClass1,3,3,car,vehicle,1,1,0,WHite Suv,,1450000000000,WHite Suv,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,suv,NA,NA,NA,NA,NA,
138,6456-4,1450000000000,44,subSuperTrial,distr12,hawaiiShirt,target,2,3,shirt,clothing,gloves,distrClass2,4,4,NA,clothing,campShirt,distrClass1,3,2,shirt,clothing,1,1,0,flower shirt,,1450000000000,flower shirt,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,hawaiiShirt,NA,NA,NA,NA,NA,
139,4517-f,1450000000000,53,subSuperTrial,distr12,jellyBeans,target,2,3,candy,snack,chips,distrClass2,4,4,NA,snack,candyCorn,distrClass1,3,2,candy,snack,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
140,8258-f,1450000000000,43,subSuperTrial,distr12,jellyBeans,target,3,2,candy,snack,cookies,distrClass2,4,4,NA,snack,candyCorn,distrClass1,2,3,candy,snack,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
141,7830-a,1450000000000,4,subSuperTrial,distr12,skittles,target,4,4,candy,snack,pretzels,distrClass2,2,3,NA,snack,candyCorn,distrClass1,3,2,candy,snack,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,skittles,NA,NA,NA,NA,NA,
142,4393-a,1450000000000,54,subSuperTrial,distr12,jellyBeans,target,3,4,candy,snack,popcorn,distrClass2,4,2,NA,snack,candyCorn,distrClass1,2,3,candy,snack,1,1,0,jelly beans,,1450000000000,jelly beans,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,jellyBeans,NA,NA,NA,NA,NA,
143,6456-4,1450000000000,5,subSuperTrial,distr12,skittles,target,4,2,candy,snack,popcorn,distrClass2,2,4,NA,snack,candyCorn,distrClass1,3,3,candy,snack,1,1,0,skittles,,1450000000000,skittles,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,skittles,NA,NA,NA,NA,NA,
144,3158-b,1450000000000,10,subSuperTrial,distr12,goldFish,target,4,2,fish,animal,cow,distrClass2,2,4,NA,animal,discusFish,distrClass1,3,3,fish,animal,1,1,0,small fish,,1450000000000,small fish,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
145,7111-e,1450000000000,5,subSuperTrial,distr12,goldFish,target,4,2,fish,animal,horse,distrClass2,2,3,NA,animal,discusFish,distrClass1,3,4,fish,animal,1,1,0,orange swimy,,1450000000000,orange swimy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,x,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
146,5628-2,1450000000000,36,subSuperTrial,distr12,goldFish,target,2,2,fish,animal,kitten,distrClass2,4,3,NA,animal,discusFish,distrClass1,3,4,fish,animal,1,1,0,goldfish,,1450000000000,goldfish,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
148,7830-a,1450000000000,15,subSuperTrial,distr12,goldFish,target,2,2,fish,animal,snake,distrClass2,4,4,NA,animal,discusFish,distrClass1,3,3,fish,animal,1,1,0,goldfish,,1450000000000,goldfish,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,goldFish,NA,NA,NA,NA,NA,
149,3504-8,1450000000000,55,subSuperTrial,distr12,dalmatian,target,2,2,dog,animal,horse,distrClass2,3,4,NA,animal,greyhound,distrClass1,4,3,dog,animal,1,1,0,dalmation,,1450000000000,dalmation,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,dalmatian,NA,NA,NA,NA,NA,
150,5934-3,1450000000000,51,subSuperTrial,distr12,germanShepherd,target,3,3,dog,animal,lion,distrClass2,4,4,NA,animal,greyhound,distrClass1,2,2,dog,animal,1,1,0,German Shepherd,,1450000000000,German Shepherd,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
151,4842-f,1450000000000,53,subSuperTrial,distr12,pug,target,3,3,dog,animal,lion,distrClass2,2,4,NA,animal,greyhound,distrClass1,4,2,dog,animal,1,1,0,lap animal,,1450000000000,lap animal,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
152,5934-3,1450000000000,46,subSuperTrial,distr12,pug,target,4,3,dog,animal,lobster,distrClass2,2,2,NA,animal,greyhound,distrClass1,3,4,dog,animal,1,1,0,pug,,1450000000000,pug,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pug,NA,NA,NA,NA,NA,
153,4842-f,1450000000000,23,subSuperTrial,distr12,germanShepherd,target,3,3,dog,animal,sheep,distrClass2,4,4,NA,animal,greyhound,distrClass1,2,2,dog,animal,1,1,0,police helper,,1450000000000,police helper,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,germanShepherd,NA,NA,NA,NA,NA,
154,9551-7,1450000000000,6,subSuperTrial,distr12,blackBear,target,3,4,bear,animal,bison,distrClass2,4,3,NA,animal,koalaBear,distrClass1,2,2,bear,animal,1,1,0,a bear,,1450000000000,a bear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,blackBear,NA,NA,NA,NA,NA,
155,4842-f,1450000000000,68,subSuperTrial,distr12,blackBear,target,4,3,bear,animal,elephant,distrClass2,3,4,NA,animal,koalaBear,distrClass1,2,2,bear,animal,1,1,0,can climb trees but still kill,,1450000000000,can climb trees but still kill,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,x,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,blackBear,NA,NA,NA,NA,NA,
156,9807-5,1450000000000,5,subSuperTrial,distr12,blackBear,target,2,3,bear,animal,lobster,distrClass2,4,2,NA,animal,koalaBear,distrClass1,3,4,bear,animal,1,1,0,black bear!,,1450000000000,black bear!,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,blackBear,NA,NA,NA,NA,NA,
157,8286-0,1450000000000,52,subSuperTrial,distr12,polarBear,target,3,2,bear,animal,chick,distrClass2,4,3,NA,animal,koalaBear,distrClass1,2,4,bear,animal,3,2,1,bear___yeah,polar?,1449256574194___1449256578131___1449256585361,bear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,polarBear,NA,NA,NA,NA,NA,
159,5239-5,1450000000000,65,subSuperTrial,distr12,pandaBear,target,4,4,bear,animal,cow,distrClass2,2,3,NA,animal,koalaBear,distrClass1,3,2,bear,animal,1,1,0,panda,,1450000000000,panda,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,pandaBear,NA,NA,NA,NA,NA,
160,9551-7,1450000000000,49,subSuperTrial,distr12,polarBear,target,2,2,bear,animal,elephant,distrClass2,3,4,NA,animal,koalaBear,distrClass1,4,3,bear,animal,1,1,0,bear polar,,1450000000000,bear polar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,polarBear,NA,NA,NA,NA,NA,
161,5975-e,1450000000000,33,subSuperTrial,distr12,polarBear,target,3,3,bear,animal,pig,distrClass2,4,2,NA,animal,koalaBear,distrClass1,2,4,bear,animal,1,1,0,polar,,1450000000000,polar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,polarBear,NA,NA,NA,NA,NA,
162,4393-a,1450000000000,61,subSuperTrial,distr12,daisy,target,4,2,flower,plant,ivy,distrClass2,3,3,NA,plant,lily,distrClass1,2,4,flower,plant,1,1,0,Sunflower,,1450000000000,Sunflower,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,daisy,NA,NA,NA,NA,NA,
